round,TP_0,TN_0,FP_0,FN_0,Accuracy_0,Sensitivity_0,Specificity_0,F1_0,AUC_0,TP_1,TN_1,FP_1,FN_1,Accuracy_1,Sensitivity_1,Specificity_1,F1_1,AUC_1,TP_2,TN_2,FP_2,FN_2,Accuracy_2,Sensitivity_2,Specificity_2,F1_2,AUC_2,TP_3,TN_3,FP_3,FN_3,Accuracy_3,Sensitivity_3,Specificity_3,F1_3,AUC_3,TP_4,TN_4,FP_4,FN_4,Accuracy_4,Sensitivity_4,Specificity_4,F1_4,AUC_4,TP_5,TN_5,FP_5,FN_5,Accuracy_5,Sensitivity_5,Specificity_5,F1_5,AUC_5,TP_6,TN_6,FP_6,FN_6,Accuracy_6,Sensitivity_6,Specificity_6,F1_6,AUC_6,TP_7,TN_7,FP_7,FN_7,Accuracy_7,Sensitivity_7,Specificity_7,F1_7,AUC_7,TP_8,TN_8,FP_8,FN_8,Accuracy_8,Sensitivity_8,Specificity_8,F1_8,AUC_8,TP_9,TN_9,FP_9,FN_9,Accuracy_9,Sensitivity_9,Specificity_9,F1_9,AUC_9,TP_10,TN_10,FP_10,FN_10,Accuracy_10,Sensitivity_10,Specificity_10,F1_10,AUC_10,TP_11,TN_11,FP_11,FN_11,Accuracy_11,Sensitivity_11,Specificity_11,F1_11,AUC_11
863,8,42,17,7,0.6757,0.5333,0.7119,0.4,0.6881,6,44,15,9,0.6757,0.4,0.7458,0.3333,0.7085,7,45,14,8,0.7027,0.4667,0.7627,0.3889,0.7266,8,45,14,7,0.7162,0.5333,0.7627,0.4324,0.7209,12,47,12,3,0.7973,0.8,0.7966,0.6154,0.896,9,42,17,6,0.6892,0.6,0.7119,0.439,0.7785,21,40,10,4,0.8133,0.84,0.8,0.75,0.8928,20,42,8,5,0.8267,0.8,0.84,0.7547,0.876,22,44,6,3,0.88,0.88,0.88,0.8302,0.9104,20,43,7,5,0.84,0.8,0.86,0.7692,0.9272,22,43,7,3,0.8667,0.88,0.86,0.8148,0.9024,22,40,10,3,0.8267,0.88,0.8,0.7719,0.9008
864,15,33,19,7,0.6486,0.6818,0.6346,0.5357,0.785,14,35,17,8,0.6622,0.6364,0.6731,0.5283,0.8217,17,38,14,5,0.7432,0.7727,0.7308,0.6415,0.8295,15,38,14,7,0.7162,0.6818,0.7308,0.5882,0.8147,19,42,10,3,0.8243,0.8636,0.8077,0.7451,0.9589,19,33,19,3,0.7027,0.8636,0.6346,0.6333,0.7972,18,40,10,7,0.7733,0.72,0.8,0.6792,0.9,21,41,9,4,0.8267,0.84,0.82,0.7636,0.8992,20,45,5,5,0.8667,0.8,0.9,0.8,0.9368,20,43,7,5,0.84,0.8,0.86,0.7692,0.9344,22,43,7,3,0.8667,0.88,0.86,0.8148,0.9376,18,41,9,7,0.7867,0.72,0.82,0.6923,0.9104
865,15,27,17,15,0.5676,0.5,0.6136,0.4839,0.6606,17,31,13,13,0.6486,0.5667,0.7045,0.5667,0.7356,21,27,17,9,0.6486,0.7,0.6136,0.6176,0.7417,20,29,15,10,0.6622,0.6667,0.6591,0.6154,0.7205,25,35,9,5,0.8108,0.8333,0.7955,0.7812,0.8538,24,28,16,6,0.7027,0.8,0.6364,0.6857,0.7068,15,40,17,3,0.7333,0.8333,0.7018,0.6,0.8392,15,48,9,3,0.84,0.8333,0.8421,0.7143,0.8548,15,48,9,3,0.84,0.8333,0.8421,0.7143,0.886,14,45,12,4,0.7867,0.7778,0.7895,0.6364,0.8694,16,45,12,2,0.8133,0.8889,0.7895,0.6957,0.8796,13,40,17,5,0.7067,0.7222,0.7018,0.5417,0.8324
866,19,35,15,5,0.7297,0.7917,0.7,0.6552,0.8467,17,36,14,7,0.7162,0.7083,0.72,0.6182,0.7967,20,34,16,4,0.7297,0.8333,0.68,0.6667,0.8333,20,34,16,4,0.7297,0.8333,0.68,0.6667,0.8267,20,39,11,4,0.7973,0.8333,0.78,0.7273,0.8917,22,31,19,2,0.7162,0.9167,0.62,0.6769,0.8042,12,50,7,6,0.8267,0.6667,0.8772,0.6486,0.8635,14,53,4,4,0.8933,0.7778,0.9298,0.7778,0.8811,13,54,3,5,0.8933,0.7222,0.9474,0.7647,0.9113,12,54,3,6,0.88,0.6667,0.9474,0.7273,0.9045,14,52,5,4,0.88,0.7778,0.9123,0.7568,0.9123,11,52,5,7,0.84,0.6111,0.9123,0.6471,0.8767
867,17,27,17,13,0.5946,0.5667,0.6136,0.5312,0.7008,17,28,16,13,0.6081,0.5667,0.6364,0.5397,0.678,20,28,16,10,0.6486,0.6667,0.6364,0.6061,0.7326,21,30,14,9,0.6892,0.7,0.6818,0.6462,0.7311,26,31,13,4,0.7703,0.8667,0.7045,0.7536,0.872,21,29,15,9,0.6757,0.7,0.6591,0.6364,0.7326,14,39,11,11,0.7067,0.56,0.78,0.56,0.6944,13,43,7,12,0.7467,0.52,0.86,0.5778,0.7104,20,45,5,5,0.8667,0.8,0.9,0.8,0.7864,13,40,10,12,0.7067,0.52,0.8,0.5417,0.732,18,44,6,7,0.8267,0.72,0.88,0.7347,0.7672,14,40,10,11,0.72,0.56,0.8,0.5714,0.7296
868,6,34,20,14,0.5405,0.3,0.6296,0.2609,0.6259,8,35,19,12,0.5811,0.4,0.6481,0.3404,0.5898,10,33,21,10,0.5811,0.5,0.6111,0.3922,0.6083,12,38,16,8,0.6757,0.6,0.7037,0.5,0.6324,14,41,13,6,0.7432,0.7,0.7593,0.5957,0.7898,12,37,17,8,0.6622,0.6,0.6852,0.4898,0.6407,11,46,14,4,0.76,0.7333,0.7667,0.55,0.8433,10,52,8,5,0.8267,0.6667,0.8667,0.6061,0.8278,11,53,7,4,0.8533,0.7333,0.8833,0.6667,0.8878,10,48,12,5,0.7733,0.6667,0.8,0.5405,0.8611,10,51,9,5,0.8133,0.6667,0.85,0.5882,0.8794,9,49,11,6,0.7733,0.6,0.8167,0.5143,0.8367
869,10,38,18,8,0.6486,0.5556,0.6786,0.4348,0.7153,11,38,18,7,0.6622,0.6111,0.6786,0.4681,0.7421,14,40,16,4,0.7297,0.7778,0.7143,0.5833,0.7431,13,43,13,5,0.7568,0.7222,0.7679,0.5909,0.7708,16,44,12,2,0.8108,0.8889,0.7857,0.6957,0.8988,15,41,15,3,0.7568,0.8333,0.7321,0.625,0.7713,10,41,14,10,0.68,0.5,0.7455,0.4545,0.8027,12,48,7,8,0.8,0.6,0.8727,0.6154,0.8291,12,50,5,8,0.8267,0.6,0.9091,0.6486,0.88,10,44,11,10,0.72,0.5,0.8,0.4878,0.8382,16,47,8,4,0.84,0.8,0.8545,0.7273,0.8945,10,42,13,10,0.6933,0.5,0.7636,0.4651,0.8027
870,16,33,13,12,0.6622,0.5714,0.7174,0.5614,0.771,22,34,12,6,0.7568,0.7857,0.7391,0.7097,0.8121,22,35,11,6,0.7703,0.7857,0.7609,0.7213,0.7974,19,36,10,9,0.7432,0.6786,0.7826,0.6667,0.7562,23,36,10,5,0.7973,0.8214,0.7826,0.7541,0.8385,24,33,13,4,0.7703,0.8571,0.7174,0.7385,0.7756,10,37,19,9,0.6267,0.5263,0.6607,0.4167,0.6353,12,42,14,7,0.72,0.6316,0.75,0.5333,0.6485,11,46,10,8,0.76,0.5789,0.8214,0.55,0.7209,10,41,15,9,0.68,0.5263,0.7321,0.4545,0.7143,12,43,13,7,0.7333,0.6316,0.7679,0.5455,0.7058,10,39,17,9,0.6533,0.5263,0.6964,0.4348,0.6814
871,19,33,11,11,0.7027,0.6333,0.75,0.6333,0.775,22,35,9,8,0.7703,0.7333,0.7955,0.7213,0.7765,22,31,13,8,0.7162,0.7333,0.7045,0.6769,0.7879,19,32,12,11,0.6892,0.6333,0.7273,0.623,0.7583,24,34,10,6,0.7838,0.8,0.7727,0.75,0.8727,24,32,12,6,0.7568,0.8,0.7273,0.7273,0.7856,14,42,7,12,0.7467,0.5385,0.8571,0.5957,0.803,18,46,3,8,0.8533,0.6923,0.9388,0.766,0.8524,18,48,1,8,0.88,0.6923,0.9796,0.8,0.898,14,43,6,12,0.76,0.5385,0.8776,0.6087,0.8626,21,45,4,5,0.88,0.8077,0.9184,0.8235,0.9133,14,43,6,12,0.76,0.5385,0.8776,0.6087,0.8422
872,14,33,16,11,0.6351,0.56,0.6735,0.5091,0.6335,11,36,13,14,0.6351,0.44,0.7347,0.449,0.6171,12,35,14,13,0.6351,0.48,0.7143,0.4706,0.6106,13,35,14,12,0.6486,0.52,0.7143,0.5,0.6531,16,38,11,9,0.7297,0.64,0.7755,0.6154,0.8008,17,33,16,8,0.6757,0.68,0.6735,0.5862,0.7118,20,38,10,7,0.7733,0.7407,0.7917,0.7018,0.8657,21,41,7,6,0.8267,0.7778,0.8542,0.7636,0.8634,21,44,4,6,0.8667,0.7778,0.9167,0.8077,0.8758,20,40,8,7,0.8,0.7407,0.8333,0.7273,0.8758,22,41,7,5,0.84,0.8148,0.8542,0.7857,0.8843,21,38,10,6,0.7867,0.7778,0.7917,0.7241,0.8711
873,18,28,19,9,0.6216,0.6667,0.5957,0.5625,0.6643,18,32,15,9,0.6757,0.6667,0.6809,0.6,0.6864,18,28,19,9,0.6216,0.6667,0.5957,0.5625,0.6809,19,31,16,8,0.6757,0.7037,0.6596,0.6129,0.6738,20,34,13,7,0.7297,0.7407,0.7234,0.6667,0.8125,20,29,18,7,0.6622,0.7407,0.617,0.6154,0.6726,17,43,8,7,0.8,0.7083,0.8431,0.6939,0.8415,15,46,5,9,0.8133,0.625,0.902,0.6818,0.7941,20,47,4,4,0.8933,0.8333,0.9216,0.8333,0.8725,15,43,8,9,0.7733,0.625,0.8431,0.6383,0.8603,16,45,6,8,0.8133,0.6667,0.8824,0.6957,0.848,18,43,8,6,0.8133,0.75,0.8431,0.72,0.8578
874,21,29,13,11,0.6757,0.6562,0.6905,0.6364,0.8162,20,29,13,12,0.6622,0.625,0.6905,0.6154,0.8214,22,28,14,10,0.6757,0.6875,0.6667,0.6471,0.8177,23,30,12,9,0.7162,0.7188,0.7143,0.6866,0.8118,27,33,9,5,0.8108,0.8438,0.7857,0.7941,0.9271,24,28,14,8,0.7027,0.75,0.6667,0.6857,0.8214,12,40,12,11,0.6933,0.5217,0.7692,0.5106,0.8169,15,40,12,8,0.7333,0.6522,0.7692,0.6,0.8353,18,44,8,5,0.8267,0.7826,0.8462,0.7347,0.893,15,41,11,8,0.7467,0.6522,0.7885,0.6122,0.8612,19,42,10,4,0.8133,0.8261,0.8077,0.7308,0.8955,14,40,12,9,0.72,0.6087,0.7692,0.5714,0.8445
875,15,34,16,9,0.6622,0.625,0.68,0.5455,0.7283,15,38,12,9,0.7162,0.625,0.76,0.5882,0.735,17,37,13,7,0.7297,0.7083,0.74,0.6296,0.7942,18,37,13,6,0.7432,0.75,0.74,0.6545,0.7692,20,41,9,4,0.8243,0.8333,0.82,0.7547,0.875,18,34,16,6,0.7027,0.75,0.68,0.6207,0.7546,13,50,6,6,0.84,0.6842,0.8929,0.6842,0.9032,14,51,5,5,0.8667,0.7368,0.9107,0.7368,0.8929,14,55,1,5,0.92,0.7368,0.9821,0.8235,0.9445,13,51,5,6,0.8533,0.6842,0.9107,0.7027,0.9314,16,54,2,3,0.9333,0.8421,0.9643,0.8649,0.9624,12,49,7,7,0.8133,0.6316,0.875,0.6316,0.9088
876,19,32,11,12,0.6892,0.6129,0.7442,0.623,0.7982,23,34,9,8,0.7703,0.7419,0.7907,0.7302,0.7809,25,33,10,6,0.7838,0.8065,0.7674,0.7576,0.8042,21,33,10,10,0.7297,0.6774,0.7674,0.6774,0.8035,26,31,12,5,0.7703,0.8387,0.7209,0.7536,0.8672,26,31,12,5,0.7703,0.8387,0.7209,0.7536,0.802,12,43,11,9,0.7333,0.5714,0.7963,0.5455,0.7822,17,43,11,4,0.8,0.8095,0.7963,0.6939,0.828,14,46,8,7,0.8,0.6667,0.8519,0.6512,0.8183,13,40,14,8,0.7067,0.619,0.7407,0.5417,0.7972,18,46,8,3,0.8533,0.8571,0.8519,0.766,0.8272,12,43,11,9,0.7333,0.5714,0.7963,0.5455,0.7804
877,12,33,22,7,0.6081,0.6316,0.6,0.4528,0.689,12,35,20,7,0.6351,0.6316,0.6364,0.4706,0.7368,14,33,22,5,0.6351,0.7368,0.6,0.5091,0.7522,14,36,19,5,0.6757,0.7368,0.6545,0.5385,0.7129,17,37,18,2,0.7297,0.8947,0.6727,0.6296,0.8641,15,33,22,4,0.6486,0.7895,0.6,0.5357,0.7215,15,39,16,5,0.72,0.75,0.7091,0.5882,0.8591,16,41,14,4,0.76,0.8,0.7455,0.64,0.8673,17,44,11,3,0.8133,0.85,0.8,0.7083,0.8864,16,41,14,4,0.76,0.8,0.7455,0.64,0.8936,19,43,12,1,0.8267,0.95,0.7818,0.7451,0.9,14,40,15,6,0.72,0.7,0.7273,0.5714,0.8509
878,14,39,13,8,0.7162,0.6364,0.75,0.5714,0.7719,14,39,13,8,0.7162,0.6364,0.75,0.5714,0.7692,14,39,13,8,0.7162,0.6364,0.75,0.5714,0.7753,14,40,12,8,0.7297,0.6364,0.7692,0.5833,0.7587,17,40,12,5,0.7703,0.7727,0.7692,0.6667,0.8645,17,36,16,5,0.7162,0.7727,0.6923,0.6182,0.7762,5,48,16,6,0.7067,0.4545,0.75,0.3125,0.5994,4,54,10,7,0.7733,0.3636,0.8438,0.32,0.5597,5,58,6,6,0.84,0.4545,0.9062,0.4545,0.7031,2,51,13,9,0.7067,0.1818,0.7969,0.1538,0.6548,5,55,9,6,0.8,0.4545,0.8594,0.4,0.6747,5,48,16,6,0.7067,0.4545,0.75,0.3125,0.6349
879,17,27,20,10,0.5946,0.6296,0.5745,0.5312,0.7494,19,31,16,8,0.6757,0.7037,0.6596,0.6129,0.7857,21,28,19,6,0.6622,0.7778,0.5957,0.6269,0.792,19,28,19,8,0.6351,0.7037,0.5957,0.5846,0.7447,25,34,13,2,0.7973,0.9259,0.7234,0.7692,0.8968,23,26,21,4,0.6622,0.8519,0.5532,0.6479,0.7025,16,35,17,7,0.68,0.6957,0.6731,0.5714,0.7926,16,39,13,7,0.7333,0.6957,0.75,0.6154,0.7843,18,41,11,5,0.7867,0.7826,0.7885,0.6923,0.8311,15,41,11,8,0.7467,0.6522,0.7885,0.6122,0.8177,18,40,12,5,0.7733,0.7826,0.7692,0.6792,0.8018,17,37,15,6,0.72,0.7391,0.7115,0.6182,0.7834
880,9,33,22,10,0.5676,0.4737,0.6,0.36,0.6746,11,39,16,8,0.6757,0.5789,0.7091,0.4783,0.712,12,39,16,7,0.6892,0.6316,0.7091,0.5106,0.7062,12,38,17,7,0.6757,0.6316,0.6909,0.5,0.6699,13,43,12,6,0.7568,0.6842,0.7818,0.5909,0.8287,14,36,19,5,0.6757,0.7368,0.6545,0.5385,0.6813,11,50,10,4,0.8133,0.7333,0.8333,0.6111,0.8467,11,56,4,4,0.8933,0.7333,0.9333,0.7333,0.8433,11,56,4,4,0.8933,0.7333,0.9333,0.7333,0.88,10,49,11,5,0.7867,0.6667,0.8167,0.5556,0.8611,12,54,6,3,0.88,0.8,0.9,0.7273,0.8772,11,48,12,4,0.7867,0.7333,0.8,0.5789,0.84
881,21,28,19,6,0.6622,0.7778,0.5957,0.6269,0.747,19,28,19,8,0.6351,0.7037,0.5957,0.5846,0.7667,21,29,18,6,0.6757,0.7778,0.617,0.6364,0.8101,23,30,17,4,0.7162,0.8519,0.6383,0.6866,0.7368,23,32,15,4,0.7432,0.8519,0.6809,0.7077,0.9125,24,29,18,3,0.7162,0.8889,0.617,0.6957,0.721,21,35,10,9,0.7467,0.7,0.7778,0.6885,0.8578,25,38,7,5,0.84,0.8333,0.8444,0.8065,0.8793,25,39,6,5,0.8533,0.8333,0.8667,0.8197,0.9044,22,35,10,8,0.76,0.7333,0.7778,0.7097,0.8889,27,38,7,3,0.8667,0.9,0.8444,0.8438,0.9,23,34,11,7,0.76,0.7667,0.7556,0.7188,0.86
882,18,32,14,10,0.6757,0.6429,0.6957,0.6,0.8168,20,29,17,8,0.6622,0.7143,0.6304,0.6154,0.8082,22,30,16,6,0.7027,0.7857,0.6522,0.6667,0.8183,20,34,12,8,0.7297,0.7143,0.7391,0.6667,0.7989,23,34,12,5,0.7703,0.8214,0.7391,0.7302,0.8843,26,34,12,2,0.8108,0.9286,0.7391,0.7879,0.8276,11,45,12,7,0.7467,0.6111,0.7895,0.5366,0.8148,13,49,8,5,0.8267,0.7222,0.8596,0.6667,0.8431,13,51,6,5,0.8533,0.7222,0.8947,0.7027,0.8743,12,45,12,6,0.76,0.6667,0.7895,0.5714,0.8538,15,49,8,3,0.8533,0.8333,0.8596,0.7317,0.8748,13,45,12,5,0.7733,0.7222,0.7895,0.6047,0.8436
883,9,37,14,14,0.6216,0.3913,0.7255,0.3913,0.7315,9,38,13,14,0.6351,0.3913,0.7451,0.4,0.7289,13,36,15,10,0.6622,0.5652,0.7059,0.5098,0.6846,15,35,16,8,0.6757,0.6522,0.6863,0.5556,0.7195,15,42,9,8,0.7703,0.6522,0.8235,0.6383,0.8559,16,33,18,7,0.6622,0.6957,0.6471,0.5614,0.7357,13,49,7,6,0.8267,0.6842,0.875,0.6667,0.8111,15,51,5,4,0.88,0.7895,0.9107,0.7692,0.8242,15,53,3,4,0.9067,0.7895,0.9464,0.8108,0.8402,14,51,5,5,0.8667,0.7368,0.9107,0.7368,0.8318,16,53,3,3,0.92,0.8421,0.9464,0.8421,0.8336,14,49,7,5,0.84,0.7368,0.875,0.7,0.8322
884,16,35,12,11,0.6892,0.5926,0.7447,0.5818,0.7762,18,37,10,9,0.7432,0.6667,0.7872,0.6545,0.8227,20,34,13,7,0.7297,0.7407,0.7234,0.6667,0.7951,17,35,12,10,0.7027,0.6296,0.7447,0.6071,0.7597,22,33,14,5,0.7432,0.8148,0.7021,0.6984,0.8849,23,34,13,4,0.7703,0.8519,0.7234,0.7302,0.7833,15,42,12,6,0.76,0.7143,0.7778,0.625,0.8404,13,48,6,8,0.8133,0.619,0.8889,0.65,0.8139,17,49,5,4,0.88,0.8095,0.9074,0.7907,0.9074,13,44,10,8,0.76,0.619,0.8148,0.5909,0.8686,14,47,7,7,0.8133,0.6667,0.8704,0.6667,0.8915,15,44,10,6,0.7867,0.7143,0.8148,0.6522,0.8342
885,16,37,12,9,0.7162,0.64,0.7551,0.6038,0.8163,18,38,11,7,0.7568,0.72,0.7755,0.6667,0.8367,20,36,13,5,0.7568,0.8,0.7347,0.6897,0.849,19,37,12,6,0.7568,0.76,0.7551,0.6786,0.8294,21,41,8,4,0.8378,0.84,0.8367,0.7778,0.9265,22,36,13,3,0.7838,0.88,0.7347,0.7333,0.8204,16,44,8,7,0.8,0.6957,0.8462,0.6809,0.8704,19,43,9,4,0.8267,0.8261,0.8269,0.7451,0.8746,17,47,5,6,0.8533,0.7391,0.9038,0.7556,0.913,17,45,7,6,0.8267,0.7391,0.8654,0.7234,0.9005,20,47,5,3,0.8933,0.8696,0.9038,0.8333,0.9093,14,43,9,9,0.76,0.6087,0.8269,0.6087,0.8662
886,13,29,18,14,0.5676,0.4815,0.617,0.4483,0.6864,16,31,16,11,0.6351,0.5926,0.6596,0.5424,0.6911,17,30,17,10,0.6351,0.6296,0.6383,0.5574,0.6998,14,33,14,13,0.6351,0.5185,0.7021,0.5091,0.6816,19,36,11,8,0.7432,0.7037,0.766,0.6667,0.8101,21,30,17,6,0.6892,0.7778,0.6383,0.6462,0.6942,12,44,13,6,0.7467,0.6667,0.7719,0.5581,0.8051,12,47,10,6,0.7867,0.6667,0.8246,0.6,0.7788,15,48,9,3,0.84,0.8333,0.8421,0.7143,0.8421,11,47,10,7,0.7733,0.6111,0.8246,0.5641,0.8333,14,45,12,4,0.7867,0.7778,0.7895,0.6364,0.8265,12,45,12,6,0.76,0.6667,0.7895,0.5714,0.8163
887,22,28,21,3,0.6757,0.88,0.5714,0.6471,0.8041,22,27,22,3,0.6622,0.88,0.551,0.6377,0.8139,22,28,21,3,0.6757,0.88,0.5714,0.6471,0.8596,22,30,19,3,0.7027,0.88,0.6122,0.6667,0.8212,24,32,17,1,0.7568,0.96,0.6531,0.7273,0.9233,23,28,21,2,0.6892,0.92,0.5714,0.6667,0.8008,11,41,15,8,0.6933,0.5789,0.7321,0.4889,0.8195,16,47,9,3,0.84,0.8421,0.8393,0.7273,0.9088,15,49,7,4,0.8533,0.7895,0.875,0.7317,0.9211,14,45,11,5,0.7867,0.7368,0.8036,0.6364,0.8816,17,47,9,2,0.8533,0.8947,0.8393,0.7556,0.9333,13,42,14,6,0.7333,0.6842,0.75,0.5652,0.8515
888,16,32,17,9,0.6486,0.64,0.6531,0.5517,0.7494,16,33,16,9,0.6622,0.64,0.6735,0.5614,0.751,16,29,20,9,0.6081,0.64,0.5918,0.5246,0.7257,17,30,19,8,0.6351,0.68,0.6122,0.5574,0.7494,19,36,13,6,0.7432,0.76,0.7347,0.6667,0.8824,18,30,19,7,0.6486,0.72,0.6122,0.5806,0.7514,14,43,12,6,0.76,0.7,0.7818,0.6087,0.7609,14,45,10,6,0.7867,0.7,0.8182,0.6364,0.7345,14,46,9,6,0.8,0.7,0.8364,0.6512,0.7791,14,43,12,6,0.76,0.7,0.7818,0.6087,0.7845,14,45,10,6,0.7867,0.7,0.8182,0.6364,0.7768,13,44,11,7,0.76,0.65,0.8,0.5909,0.77
889,17,29,14,14,0.6216,0.5484,0.6744,0.5484,0.7412,16,29,14,15,0.6081,0.5161,0.6744,0.5246,0.7359,22,27,16,9,0.6622,0.7097,0.6279,0.6377,0.7577,23,31,12,8,0.7297,0.7419,0.7209,0.697,0.7622,26,30,13,5,0.7568,0.8387,0.6977,0.7429,0.9017,25,29,14,6,0.7297,0.8065,0.6744,0.7143,0.7513,15,33,16,11,0.64,0.5769,0.6735,0.5263,0.7268,17,38,11,9,0.7333,0.6538,0.7755,0.6296,0.7849,17,41,8,9,0.7733,0.6538,0.8367,0.6667,0.8462,14,38,11,12,0.6933,0.5385,0.7755,0.549,0.7928,21,41,8,5,0.8267,0.8077,0.8367,0.7636,0.8407,14,34,15,12,0.64,0.5385,0.6939,0.5091,0.7551
890,13,34,16,11,0.6351,0.5417,0.68,0.4906,0.665,13,33,17,11,0.6216,0.5417,0.66,0.4815,0.6475,14,35,15,10,0.6622,0.5833,0.7,0.5283,0.7,14,37,13,10,0.6892,0.5833,0.74,0.549,0.7233,20,40,10,4,0.8108,0.8333,0.8,0.7407,0.8475,15,35,15,9,0.6757,0.625,0.7,0.5556,0.745,9,45,14,7,0.72,0.5625,0.7627,0.4615,0.7617,11,53,6,5,0.8533,0.6875,0.8983,0.6667,0.8083,12,54,5,4,0.88,0.75,0.9153,0.7273,0.821,11,49,10,5,0.8,0.6875,0.8305,0.5946,0.7871,12,49,10,4,0.8133,0.75,0.8305,0.6316,0.8146,10,45,14,6,0.7333,0.625,0.7627,0.5,0.7828
891,17,31,21,5,0.6486,0.7727,0.5962,0.5667,0.8383,19,31,21,3,0.6757,0.8636,0.5962,0.6129,0.8348,19,35,17,3,0.7297,0.8636,0.6731,0.6552,0.8785,19,36,16,3,0.7432,0.8636,0.6923,0.6667,0.8733,21,39,13,1,0.8108,0.9545,0.75,0.75,0.9379,19,32,20,3,0.6892,0.8636,0.6154,0.623,0.8514,11,46,14,4,0.76,0.7333,0.7667,0.55,0.88,11,52,8,4,0.84,0.7333,0.8667,0.6471,0.8722,11,54,6,4,0.8667,0.7333,0.9,0.6875,0.91,10,48,12,5,0.7733,0.6667,0.8,0.5405,0.8922,12,52,8,3,0.8533,0.8,0.8667,0.6857,0.9133,11,45,15,4,0.7467,0.7333,0.75,0.5366,0.8611
892,19,26,18,11,0.6081,0.6333,0.5909,0.5672,0.6909,17,27,17,13,0.5946,0.5667,0.6136,0.5312,0.6682,20,26,18,10,0.6216,0.6667,0.5909,0.5882,0.7098,20,26,18,10,0.6216,0.6667,0.5909,0.5882,0.6689,25,26,18,5,0.6892,0.8333,0.5909,0.6849,0.7826,22,26,18,8,0.6486,0.7333,0.5909,0.6286,0.6803,8,48,12,7,0.7467,0.5333,0.8,0.4571,0.8,10,50,10,5,0.8,0.6667,0.8333,0.5714,0.8356,11,54,6,4,0.8667,0.7333,0.9,0.6875,0.85,10,48,12,5,0.7733,0.6667,0.8,0.5405,0.8511,13,53,7,2,0.88,0.8667,0.8833,0.7429,0.8622,9,48,12,6,0.76,0.6,0.8,0.5,0.825
893,15,30,19,10,0.6081,0.6,0.6122,0.5085,0.7086,15,34,15,10,0.6622,0.6,0.6939,0.5455,0.7127,17,33,16,8,0.6757,0.68,0.6735,0.5862,0.7306,15,32,17,10,0.6351,0.6,0.6531,0.5263,0.7371,20,39,10,5,0.7973,0.8,0.7959,0.7273,0.8539,19,29,20,6,0.6486,0.76,0.5918,0.5938,0.7457,16,44,11,4,0.8,0.8,0.8,0.6809,0.9155,16,50,5,4,0.88,0.8,0.9091,0.7805,0.9264,19,51,4,1,0.9333,0.95,0.9273,0.8837,0.97,16,45,10,4,0.8133,0.8,0.8182,0.6957,0.9418,18,47,8,2,0.8667,0.9,0.8545,0.7826,0.9409,17,42,13,3,0.7867,0.85,0.7636,0.68,0.9191
894,17,37,13,7,0.7297,0.7083,0.74,0.6296,0.79,16,39,11,8,0.7432,0.6667,0.78,0.6275,0.7758,18,33,17,6,0.6892,0.75,0.66,0.6102,0.7817,20,34,16,4,0.7297,0.8333,0.68,0.6667,0.8117,20,39,11,4,0.7973,0.8333,0.78,0.7273,0.8692,19,34,16,5,0.7162,0.7917,0.68,0.6441,0.8237,9,48,9,9,0.76,0.5,0.8421,0.5,0.8294,10,49,8,8,0.7867,0.5556,0.8596,0.5556,0.8528,12,51,6,6,0.84,0.6667,0.8947,0.6667,0.8704,10,45,12,8,0.7333,0.5556,0.7895,0.5,0.8343,14,49,8,4,0.84,0.7778,0.8596,0.7,0.8782,11,46,11,7,0.76,0.6111,0.807,0.55,0.8197
895,19,30,18,7,0.6622,0.7308,0.625,0.6032,0.766,20,34,14,6,0.7297,0.7692,0.7083,0.6667,0.8229,20,32,16,6,0.7027,0.7692,0.6667,0.6452,0.8349,18,33,15,8,0.6892,0.6923,0.6875,0.6102,0.7812,22,36,12,4,0.7838,0.8462,0.75,0.7333,0.895,22,32,16,4,0.7297,0.8462,0.6667,0.6875,0.772,7,47,11,10,0.72,0.4118,0.8103,0.4,0.7475,9,47,11,8,0.7467,0.5294,0.8103,0.4865,0.8154,10,50,8,7,0.8,0.5882,0.8621,0.5714,0.8266,8,47,11,9,0.7333,0.4706,0.8103,0.4444,0.7688,11,48,10,6,0.7867,0.6471,0.8276,0.5789,0.8337,6,48,10,11,0.72,0.3529,0.8276,0.3636,0.7181
896,12,33,17,12,0.6081,0.5,0.66,0.4528,0.7425,16,34,16,8,0.6757,0.6667,0.68,0.5714,0.7375,17,33,17,7,0.6757,0.7083,0.66,0.5862,0.7475,16,33,17,8,0.6622,0.6667,0.66,0.5614,0.7417,19,34,16,5,0.7162,0.7917,0.68,0.6441,0.8658,19,32,18,5,0.6892,0.7917,0.64,0.623,0.7433,16,42,9,8,0.7733,0.6667,0.8235,0.6531,0.8652,18,45,6,6,0.84,0.75,0.8824,0.75,0.8799,21,46,5,3,0.8933,0.875,0.902,0.84,0.9109,18,43,8,6,0.8133,0.75,0.8431,0.72,0.8905,23,44,7,1,0.8933,0.9583,0.8627,0.8519,0.9109,18,42,9,6,0.8,0.75,0.8235,0.7059,0.873
